STATE/UT,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,THEFT,OTHER IPC CRIMES,TOTAL IPC CRIMES
ODISHA,BOUDH,2011,9,6,5,106,196,415
ODISHA,CUTTACK,2011,35,34,43,1903,2416,4258
ODISHA,DEOGARH,2011,17,8,4,74,37,363
ODISHA,DHENKANAL,2011,26,15,14,242,571,1156
ODISHA,GAJAPATI,2011,20,10,5,94,233,433
ODISHA,GANJAM,2011,59,22,14,375,750,1790
ODISHA,JAGATSINGHPUR,2011,32,12,21,375,728,1314
ODISHA,JAJPUR,2011,21,24,14,391,758,1522
ODISHA,JHARSUGUDA,2011,16,12,5,220,280,750
ODISHA,KALAHANDI,2011,29,30,17,259,701,1269
ODISHA,KANDHAMAL,2011,26,34,25,323,104,1000
ODISHA,KENDRAPARA,2011,25,11,15,233,320,1057
ODISHA,KEONJHAR,2011,64,38,19,409,1170,1922
ODISHA,KHURDA,2011,47,65,39,2538,1329,5076
ODISHA,KORAPUT,2011,46,38,13,414,655,1563
ODISHA,MALKANGIR,2011,38,14,6,117,165,496
ODISHA,MAYURBHANJ,2011,74,77,31,557,975,2029
ODISHA,NAYAGARH,2011,27,17,23,175,417,852
ODISHA,NOWRANGPUR,2011,20,13,11,226,272,687
ODISHA,NUAPADA,2011,13,9,4,115,267,466
ODISHA,PURI,2011,26,41,32,634,1271,2202
ODISHA,RAYAGADA,2011,36,9,6,170,478,850
ODISHA,ROURKELA,2011,20,12,6,570,616,1213
ODISHA,SAMBALPUR,2011,39,18,13,857,1032,2159
ODISHA,SONEPUR,2011,11,8,4,106,202,444
ODISHA,SRP(CUTTACK),2011,3,1,5,593,101,461
ODISHA,SRP(ROURKELA),2011,7,2,3,290,81,269
ODISHA,SUNDARGARH,2011,72,36,26,486,570,1652
PUNJAB,AMRITSAR,2011,42,9,34,443,315,1244
PUNJAB,BARNALA,2011,16,12,16,108,134,501
PUNJAB,BATALA,2011,22,8,6,74,70,393
PUNJAB,BHATINDA,2011,28,13,15,277,295,1080
PUNJAB,FARIDKOT,2011,13,6,11,142,107,463
PUNJAB,FATEHGARH SAHIB,2011,16,11,12,169,211,671
PUNJAB,FEROZEPUR,2011,55,22,12,302,141,1110
PUNJAB,G.R.P,2011,10,0,0,85,306,482
PUNJAB,GURDASPUR,2011,22,12,17,103,180,580
PUNJAB,HOSHIARPUR,2011,47,19,20,337,265,1237
PUNJAB,JAGRAON,2011,28,19,19,223,151,633
PUNJAB,JALANDHAR,2011,78,21,70,802,756,2461
PUNJAB,KAPURTHALA,2011,21,8,17,188,204,755
PUNJAB,KHANNA,2011,19,6,4,125,127,486
PUNJAB,LUDHIANA,2011,80,38,88,1521,1311,3785
PUNJAB,MAJITHA,2011,35,9,10,77,107,500
PUNJAB,MANSA,2011,26,6,5,115,108,425
PUNJAB,MOGA,2011,29,11,14,179,125,754
PUNJAB,MUKTSAR,2011,21,3,3,140,69,432
PUNJAB,NAWAN SHAHR,2011,19,11,13,171,120,612
PUNJAB,PATIALA,2011,73,23,60,1573,3173,5973
PUNJAB,ROPAR,2011,30,6,24,324,480,1278
PUNJAB,SANGRUR,2011,46,15,28,438,336,1285
PUNJAB,TARN TARAN,2011,42,10,15,163,113,634
RAJASTHAN,AJMER,2011,41,16,133,1989,3848,6618
RAJASTHAN,ALWAR,2011,85,34,119,2266,1862,7023
RAJASTHAN,BANSWARA,2011,43,90,61,355,726,3508
RAJASTHAN,BARAN,2011,39,81,96,966,2398,4333
RAJASTHAN,BARMER,2011,11,13,21,490,819,2369
RAJASTHAN,BHARATPUR,2011,77,48,126,1805,3478,7291
RAJASTHAN,BHILWARA,2011,40,42,223,1988,2973,6335
RAJASTHAN,BIKANER,2011,21,35,36,1024,1519,3952
RAJASTHAN,BUNDI,2011,37,36,120,1037,1293,4078
RAJASTHAN,CHITTORGARH,2011,45,67,206,1909,1452,7062
RAJASTHAN,CHURU,2011,27,24,26,560,893,2880
RAJASTHAN,DAUSA,2011,28,9,40,922,1669,3546
RAJASTHAN,DHOLPUR,2011,44,24,43,587,588,3096
RAJASTHAN,DUNGARPUR,2011,32,17,54,235,897,1997
RAJASTHAN,G.R.P.,2011,7,1,7,1190,285,962
RAJASTHAN,GANGANAGAR,2011,51,55,79,1083,2399,5610
RAJASTHAN,HANUMANGARH,2011,56,35,49,904,1498,3956
RAJASTHAN,JAIPUR,2011,97,61,247,7603,8173,20604
RAJASTHAN,JAISALMER,2011,9,2,8,339,249,1020
RAJASTHAN,JALORE,2011,19,10,32,427,1690,2507
RAJASTHAN,JHALAWAR,2011,46,65,89,1031,712,3533
RAJASTHAN,JHUNJHUNU,2011,37,19,45,953,2599,4102
RAJASTHAN,JODHPUR,2011,33,20,78,2024,1057,6535
RAJASTHAN,KARAULI,2011,36,21,72,676,1979,2908
RAJASTHAN,KOTA,2011,59,50,146,2968,2593,7383
RAJASTHAN,NAGAUR,2011,49,22,59,1111,2655,4575
RAJASTHAN,PALI,2011,45,25,77,795,2999,4640
RAJASTHAN,RAJSAMAND,2011,17,13,63,470,721,2872
RAJASTHAN,SAWAI MADHOPUR,2011,24,19,62,753,1962,3094
RAJASTHAN,SIKAR,2011,48,13,48,984,1517,4333
RAJASTHAN,SIROHI,2011,31,22,24,417,798,2185
RAJASTHAN,TONK,2011,20,17,68,760,1120,3913
RAJASTHAN,UDAIPUR,2011,68,43,161,1430,2926,6365
SIKKIM,EAST,2011,18,7,4,161,87,279
SIKKIM,NORTH,2011,1,0,0,8,22,36
SIKKIM,SOUTH,2011,6,1,1,27,41,79
SIKKIM,WEST,2011,1,0,1,31,16,50
TAMIL NADU,ARIYALUR,2011,25,6,25,288,741,1754
TAMIL NADU,CHENGAI,2011,78,20,8,2372,3793,7035
TAMIL NADU,CHENNAI,2011,91,28,40,5129,1239,7292
TAMIL NADU,CHENNAI RLY.,2011,5,0,0,316,271,493
TAMIL NADU,COIMBATORE,2011,80,18,38,2403,5015,9115
TAMIL NADU,COIMBATORE URBAN,2011,16,4,14,2098,1643,3490
TAMIL NADU,CUDDALORE,2011,62,16,21,1293,5342,8018
TAMIL NADU,DHARMAPURI,2011,88,17,35,1090,2371,5123
TAMIL NADU,DINDIGUL,2011,72,14,49,1139,2788,4657
TAMIL NADU,ERODE,2011,63,9,45,1555,1988,6631
TAMIL NADU,KANCHIPURAM,2011,45,21,13,1216,4432,5840
TAMIL NADU,KANYAKUMARI,2011,33,6,13,754,1703,3732
TAMIL NADU,KARUR,2011,28,4,11,500,1417,2245
TAMIL NADU,MADURAI,2011,64,13,30,881,1302,4877
TAMIL NADU,MADURAI URBAN,2011,34,2,26,1837,2066,4161
TAMIL NADU,NAGAPATTINAM,2011,36,12,29,732,1522,3724
TAMIL NADU,NAMAKKAL,2011,36,7,16,370,353,2659
TAMIL NADU,NILGIRIS,2011,16,8,5,318,752,1330
TAMIL NADU,PERAMBALUR,2011,12,3,13,127,420,1100
TAMIL NADU,PUDUKOTTAI,2011,30,5,27,562,2281,3416
TAMIL NADU,RAMNATHAPURAM,2011,33,13,26,452,1820,3234
TAMIL NADU,SALEM,2011,79,8,35,458,2248,4225
TAMIL NADU,SALEM URBAN,2011,12,2,10,1024,827,1846
TAMIL NADU,SIVAGANGAI,2011,26,5,16,825,1162,3030
TAMIL NADU,THANJAVUR,2011,50,0,55,1057,1263,3506
TAMIL NADU,THENI,2011,16,4,18,572,1097,2646
TAMIL NADU,THIRUNELVELI,2011,75,57,66,1457,3572,6350
TAMIL NADU,THIRUNELVELI URBAN,2011,12,3,15,540,996,1569
TAMIL NADU,THIRUVALLUR,2011,37,16,24,569,2094,3468
TAMIL NADU,THIRUVANNAMALAI,2011,44,5,40,980,2806,4749
TAMIL NADU,THIRUVARUR,2011,31,7,30,466,1407,3043
TAMIL NADU,THOOTHUGUDI,2011,69,12,38,1171,3285,5290
TAMIL NADU,TRICHY RLY.,2011,0,0,0,83,142,206
TAMIL NADU,TRICHY,2011,52,6,19,475,1293,3104
TAMIL NADU,TRICHY URBAN,2011,24,5,11,1124,712,2279
TAMIL NADU,VELLORE,2011,80,13,16,1822,3424,7941
TAMIL NADU,VILLUPURAM,2011,70,37,53,832,4303,7120
TAMIL NADU,VIRUDHUNAGAR,2011,57,17,22,1168,2578,4503
TRIPURA,DHALAI,2011,35,11,15,29,31,205
TRIPURA,NORTH,2011,38,29,19,155,162,566
TRIPURA,SOUTH,2011,42,29,20,112,192,586
TRIPURA,WEST,2011,125,33,39,483,470,1444
UTTAR PRADESH,AGRA,2011,171,66,203,2965,2085,6662
UTTAR PRADESH,ALIGARH,2011,250,50,123,1826,1134,4688
UTTAR PRADESH,ALLAHABAD,2011,197,42,96,2149,2052,6096
UTTAR PRADESH,AMBEDKAR NAGAR,2011,53,19,29,349,447,1379
UTTAR PRADESH,AURAIYA,2011,64,11,61,224,321,1137
UTTAR PRADESH,AZAMGARH,2011,141,11,45,599,762,2247
UTTAR PRADESH,BADAUN,2011,269,47,82,797,845,3064
UTTAR PRADESH,BAGHPAT,2011,95,15,31,535,450,1355
UTTAR PRADESH,BAHRAICH,2011,66,14,28,437,408,1316
UTTAR PRADESH,BALLIA,2011,68,18,24,495,872,1934
UTTAR PRADESH,BALRAMPUR,2011,35,8,20,204,199,734
UTTAR PRADESH,BANDA,2011,89,27,29,334,674,1722
UTTAR PRADESH,BARABANKI,2011,112,41,71,908,760,2578
UTTAR PRADESH,BAREILLY,2011,300,93,144,1916,1315,5269
UTTAR PRADESH,BASTI,2011,61,18,28,471,690,1753
UTTAR PRADESH,BIJNOR,2011,138,38,85,892,802,2487
UTTAR PRADESH,BULANDSHAHAR,2011,266,31,94,1130,1510,3972
UTTAR PRADESH,CHANDOLI,2011,44,4,20,238,240,765
UTTAR PRADESH,CHITRAKOOT DHAM,2011,33,8,5,80,91,392
UTTAR PRADESH,DEORIA,2011,65,7,39,439,1279,2402
UTTAR PRADESH,ETAH,2011,252,57,118,915,1913,4521
UTTAR PRADESH,ETAWAH,2011,90,20,93,412,751,1942
UTTAR PRADESH,FAIZABAD,2011,92,22,28,633,775,1967
UTTAR PRADESH,FATEHGARH,2011,134,9,63,318,550,1694
UTTAR PRADESH,FATEHPUR,2011,158,28,45,370,729,1946
UTTAR PRADESH,FIROZABAD,2011,145,22,120,761,741,2726
UTTAR PRADESH,G.R.P.,2011,31,2,4,6335,868,4352
UTTAR PRADESH,GAUTAMBUDH NAGAR,2011,108,16,42,1561,674,2443
UTTAR PRADESH,GHAZIABAD,2011,248,31,112,3058,1469,5079
UTTAR PRADESH,GHAZIPUR,2011,70,6,28,323,440,1308
UTTAR PRADESH,GONDA,2011,93,18,34,472,505,1719
UTTAR PRADESH,GORAKHPUR,2011,125,13,60,559,1015,2598
UTTAR PRADESH,HAMIRPUR,2011,72,14,24,311,389,1031
UTTAR PRADESH,HARDOI,2011,212,70,75,673,1004,3078
UTTAR PRADESH,HATHRAS,2011,101,16,50,605,757,2216
UTTAR PRADESH,J.P.NAGAR,2011,118,23,47,405,596,1665
UTTAR PRADESH,JALAUN,2011,87,6,36,467,902,1778
UTTAR PRADESH,JAUNPUR,2011,85,11,22,464,542,1993
UTTAR PRADESH,JHANSI,2011,95,18,42,651,790,1981
UTTAR PRADESH,KANNAUJ,2011,74,8,40,277,543,1254
UTTAR PRADESH,KANPUR DEHAT,2011,97,21,50,358,382,1581
UTTAR PRADESH,KANPUR NAGAR,2011,238,47,210,3107,1374,6808
UTTAR PRADESH,KAUSHAMBI,2011,88,26,31,422,325,1456
UTTAR PRADESH,KHIRI,2011,208,83,112,1224,1233,3754
UTTAR PRADESH,KUSHI NAGAR,2011,87,7,34,283,405,1456
UTTAR PRADESH,LALITPUR,2011,32,20,5,172,272,773
UTTAR PRADESH,LUCKNOW,2011,194,62,175,5197,3445,9205
UTTAR PRADESH,MAHARAJGANJ,2011,50,13,19,160,295,861
UTTAR PRADESH,MAHOBA,2011,61,12,13,179,305,728
UTTAR PRADESH,MAINPURI,2011,156,13,56,542,686,2147
UTTAR PRADESH,MATHURA,2011,134,25,62,949,1081,2990
UTTAR PRADESH,MAU,2011,58,17,30,340,428,1331
UTTAR PRADESH,MEERUT,2011,285,28,160,2882,1688,5377
UTTAR PRADESH,MIRZAPUR,2011,52,16,14,409,289,1185
UTTAR PRADESH,MORADABAD,2011,231,44,102,1475,845,3445
UTTAR PRADESH,MUZAFFARNAGAR,2011,336,54,142,1609,1274,4042
UTTAR PRADESH,PILIBHIT,2011,127,64,66,538,804,2239
UTTAR PRADESH,PRATAPGARH,2011,98,18,43,451,883,2421
UTTAR PRADESH,RAIBAREILLY,2011,113,58,58,809,814,2544
UTTAR PRADESH,RAMPUR,2011,115,22,44,638,565,1644
UTTAR PRADESH,SAHARANPUR,2011,115,41,75,1000,1074,2869
UTTAR PRADESH,SANT KABIRNAGAR,2011,20,9,17,100,163,599
UTTAR PRADESH,SHAHJAHANPUR,2011,233,55,112,833,790,2941
UTTAR PRADESH,SHRAWASTI,2011,50,13,21,278,194,747
UTTAR PRADESH,SIDHARTHNAGAR,2011,21,12,24,258,287,834
UTTAR PRADESH,SITAPUR,2011,218,85,99,1984,1945,4732
UTTAR PRADESH,SONBHADRA,2011,53,5,9,246,96,595
UTTAR PRADESH,ST.RAVIDASNAGAR,2011,25,1,8,261,113,590
UTTAR PRADESH,SULTANPUR,2011,128,29,47,789,775,2540
UTTAR PRADESH,UNNAO,2011,162,53,97,881,1333,3548
UTTAR PRADESH,VARANASI,2011,95,27,55,1326,787,2904
UTTARAKHAND,ALMORA,2011,20,4,1,129,70,251
UTTARAKHAND,BAGESHWAR,2011,10,1,4,32,48,115
UTTARAKHAND,CHAMOLI,2011,15,3,3,97,39,213
UTTARAKHAND,CHAMPAWAT,2011,5,0,3,38,37,127
UTTARAKHAND,DEHRADUN,2011,35,12,54,989,602,1988
UTTARAKHAND,HARIDWAR,2011,100,13,52,803,301,1843
UTTARAKHAND,NAINITAL,2011,41,5,14,392,218,877
UTTARAKHAND,PAURI GARHWAL,2011,26,7,7,212,68,396
UTTARAKHAND,PITHORAGARH,2011,11,7,1,116,203,364
UTTARAKHAND,RUDRA PRAYAG,2011,5,2,0,44,35,106
UTTARAKHAND,TEHRI GARHWAL,2011,9,2,5,107,146,314
UTTARAKHAND,UDHAMSINGH NAGAR,2011,67,10,36,493,332,1167
UTTARAKHAND,UTTARKASHI,2011,10,8,3,110,128,312
WEST BENGAL,24 PARGANAS NORTH,2011,263,53,81,3460,3036,6167
WEST BENGAL,24 PARGANAS SOUTH,2011,182,47,53,2335,3409,5827
WEST BENGAL,ASANSOL,2011,10,0,3,109,208,362
WEST BENGAL,BANKURA,2011,47,26,7,506,417,1180
WEST BENGAL,BIRBHUM,2011,101,43,43,748,807,2213
WEST BENGAL,BURDWAN,2011,176,46,45,1766,2631,4693
WEST BENGAL,COOCHBEHAR,2011,52,36,43,279,493,1262
WEST BENGAL,DAKSHIN DINAJPUR,2011,44,10,31,261,519,1011
WEST BENGAL,DARJEELING,2011,74,20,21,972,665,1778
WEST BENGAL,HOOGHLY,2011,114,29,41,1217,871,3020
WEST BENGAL,HOWRAH,2011,36,2,11,344,515,1195
WEST BENGAL,HOWRAH URBAN,2011,32,7,17,728,437,1438
WEST BENGAL,HOWRAH G.R.P.,2011,18,1,7,1356,163,951
WEST BENGAL,JALPAIGURI,2011,212,54,33,1057,531,2321
WEST BENGAL,KOLKATA,2011,73,19,121,8377,3511,11970
WEST BENGAL,MALDA,2011,89,40,38,685,820,1859
WEST BENGAL,MIDNAPUR,2011,164,84,74,1260,2440,4617
WEST BENGAL,MURSHIDABAD,2011,168,66,52,797,1132,2683
WEST BENGAL,NADIA,2011,158,71,91,1389,1338,3623
WEST BENGAL,PURULIA,2011,74,23,17,625,606,1292
WEST BENGAL,SEALDAH G.R.P.,2011,27,1,3,563,43,418
WEST BENGAL,SILIGURI G.R.P.,2011,4,0,2,179,32,143
WEST BENGAL,UTTAR DINAJPUR,2011,57,31,41,563,636,1540
A & N ISLANDS,ANDAMAN,2011,13,3,2,196,310,637
A & N ISLANDS,NICOBAR,2011,0,0,0,2,13,21
CHANDIGARH,CHANDIGARH,2011,21,18,56,3444,914,3397
D & N HAVELI,D AND N HAVELI,2011,3,6,4,126,183,350
DAMAN & DIU,DAMAN,2011,6,0,5,107,54,194
DAMAN & DIU,DIU,2011,1,0,0,16,19,45
DELHI UT,CENTRAL,2011,33,28,62,3381,1422,3750
DELHI UT,DELHI UT TOTAL,2011,610,381,1627,42205,22000,54384
DELHI UT,EAST,2011,71,24,163,3619,1552,4447
DELHI UT,G.R.P.(RLY),2011,11,1,7,2873,129,1630
DELHI UT,I.G.I. AIRPORT,2011,3,0,4,106,61,625
DELHI UT,NEW DELHI,2011,11,9,27,2571,731,2660
DELHI UT,NORTH,2011,33,28,99,2957,1729,3998
DELHI UT,NORTH EAST,2011,67,36,157,2153,1477,3449
DELHI UT,NORTH WEST,2011,147,103,518,6441,4663,10001
DELHI UT,S.T.F.,2011,0,0,0,0,0,0
DELHI UT,SOUTH,2011,90,65,265,9363,3991,10745
DELHI UT,SOUTH WEST,2011,62,42,174,4065,2094,5389
DELHI UT,WEST,2011,82,45,151,4676,4151,7690
LAKSHADWEEP,LAKSHADWEEP,2011,1,0,0,21,17,36
PUDUCHERRY,PONDICHERRY,2011,26,9,4,1171,2324,4068
ANDHRA PRADESH,ADILABAD,2012,117,37,42,685,1753,4675
ANDHRA PRADESH,ANANTAPUR,2012,173,28,65,929,719,4467
ANDHRA PRADESH,CHITTOOR,2012,110,28,67,1886,2788,6306
ANDHRA PRADESH,CUDDAPAH,2012,100,16,27,505,1416,3324
ANDHRA PRADESH,EAST GODAVARI,2012,99,25,55,2892,1440,7931
ANDHRA PRADESH,GUNTAKAL RLY.,2012,0,1,0,298,142,310
ANDHRA PRADESH,GUNTUR,2012,144,46,87,2774,2440,7883
ANDHRA PRADESH,HYDERABAD URBAN,2012,120,57,115,8970,1759,14413
ANDHRA PRADESH,KARIMNAGAR,2012,166,99,62,1084,1504,7086
ANDHRA PRADESH,KHAMMAM,2012,107,48,70,1037,917,5646
ANDHRA PRADESH,KRISHNA,2012,95,41,26,1332,1114,5318
ANDHRA PRADESH,KURNOOL,2012,125,45,54,767,1161,4684
ANDHRA PRADESH,MAHABOOBNAGAR,2012,202,85,57,1158,2108,5354
ANDHRA PRADESH,MEDAK,2012,123,68,46,1019,554,4208
ANDHRA PRADESH,NALGONDA,2012,117,41,46,827,1966,5290
ANDHRA PRADESH,NELLORE,2012,88,46,67,1316,1612,5240
ANDHRA PRADESH,NIZAMABAD,2012,105,35,29,885,791,4417
ANDHRA PRADESH,PRAKASHAM,2012,69,21,32,663,1008,3636
ANDHRA PRADESH,RANGA REDDY,2012,226,49,104,3971,1948,10602
ANDHRA PRADESH,SECUNDERABAD RLY.,2012,13,0,0,706,40,444
ANDHRA PRADESH,SRIKAKULAM,2012,29,14,10,572,939,2486
ANDHRA PRADESH,VIJAYAWADA,2012,42,31,78,6395,1057,9083
ANDHRA PRADESH,VIJAYAWADA RLY.,2012,3,1,1,657,47,410
ANDHRA PRADESH,VISAKHA,2012,54,14,7,491,1001,2669
ANDHRA PRADESH,VISAKHAPATNAM,2012,21,8,15,1403,819,2838
ANDHRA PRADESH,VIZIANAGARAM,2012,29,12,9,450,1127,2432
ANDHRA PRADESH,WARANGAL,2012,142,52,72,1091,2370,6397
ANDHRA PRADESH,WEST GODAVARI,2012,71,54,59,1957,1845,6061
ARUNACHAL PRADESH,CHANGLANG,2012,10,3,5,73,66,180
ARUNACHAL PRADESH,DIBANG VALLEY,2012,6,5,6,65,57,178
ARUNACHAL PRADESH,KAMENG EAST,2012,3,1,4,59,28,126
ARUNACHAL PRADESH,KAMENG WEST,2012,3,0,4,40,31,84
ARUNACHAL PRADESH,LOHIT,2012,14,3,5,65,34,169
ARUNACHAL PRADESH,PAPUM PARE,2012,4,3,10,296,83,383
ARUNACHAL PRADESH,SIANG EAST,2012,3,11,10,150,62,264
ARUNACHAL PRADESH,SIANG UPPER,2012,0,3,0,24,23,44
ARUNACHAL PRADESH,SIANG WEST,2012,7,4,7,146,117,331
ARUNACHAL PRADESH,SUBANSIRI LOWER,2012,8,1,4,88,51,152
ARUNACHAL PRADESH,SUBANSIRI UPPER,2012,5,2,1,47,48,132
ARUNACHAL PRADESH,TAWANG,2012,1,1,0,29,17,44
ARUNACHAL PRADESH,TIRAP,2012,3,1,1,53,67,141
ASSAM,BARPETA,2012,45,55,69,618,285,1527
ASSAM,BONGAIGAON,2012,47,21,51,258,274,818
ASSAM,C.I.D.,2012,0,0,2,0,45,52
ASSAM,CACHAR,2012,57,71,93,1120,1057,3520
ASSAM,DARRANG,2012,33,33,54,299,180,861
ASSAM,DHEMAJI,2012,30,48,31,204,84,689
ASSAM,DHUBRI,2012,61,46,62,274,128,1721
ASSAM,DIBRUGARH,2012,99,45,75,737,258,1642
ASSAM,G.R.P.,2012,6,0,0,132,34,116
ASSAM,GOALPARA,2012,25,40,48,287,133,959
ASSAM,GOLAGHAT,2012,61,42,68,613,194,1347
ASSAM,GUWAHATI URBAN,2012,80,60,184,2885,1101,4384
ASSAM,HAILAKANDI,2012,27,24,42,288,204,814
ASSAM,JORHAT,2012,41,36,36,489,342,1130
ASSAM,KAMRUP,2012,42,41,118,374,924,1673
ASSAM,KARBI ANGLONG,2012,42,5,37,271,161,527
ASSAM,KARIMGANJ,2012,43,23,38,359,165,894
ASSAM,KOKRAJHAR,2012,62,15,48,212,186,896
ASSAM,LAKHIMPUR,2012,27,69,84,705,290,1925
ASSAM,MORIGAON,2012,24,40,39,253,216,782
ASSAM,N.C.HILLS,2012,25,2,9,102,41,213
ASSAM,NAGAON,2012,81,61,132,1028,672,3254
ASSAM,NALBARI,2012,47,27,50,286,398,1011
ASSAM,R.P.O.,2012,0,1,1,9,1,13
ASSAM,SIBSAGAR,2012,76,57,57,728,431,1881
ASSAM,SONITPUR,2012,110,67,114,865,465,2269
ASSAM,TINSUKIA,2012,117,41,53,825,306,1428
BIHAR,ARARIA,2012,63,101,91,317,1004,2085
BIHAR,ARWAL,2012,52,0,11,100,103,606
BIHAR,AURANGABAD,2012,96,12,19,356,1544,2312
BIHAR,BAGAHA,2012,38,23,49,282,151,975
BIHAR,BANKA,2012,103,27,32,274,797,1496
BIHAR,BEGUSARAI,2012,143,20,75,662,1654,3054
BIHAR,BETTIAH,2012,110,55,67,717,231,3288
BIHAR,BHABHUA,2012,54,17,41,382,778,1509
BIHAR,BHAGALPUR,2012,111,40,89,1016,1445,2791
BIHAR,BHOJPUR,2012,148,17,43,642,1913,3021
BIHAR,BUXAR,2012,76,17,40,469,817,1840
BIHAR,DARBHANGA,2012,89,52,93,570,1669,3087
BIHAR,GAYA,2012,226,31,38,990,973,3124
BIHAR,GOPALGANJ,2012,74,16,42,346,1206,2035
BIHAR,JAMALPUR RLY.,2012,8,0,5,252,70,239
BIHAR,JAMUI,2012,59,15,38,285,213,1048
BIHAR,JEHANABAD,2012,74,7,32,300,702,1318
BIHAR,KATIHAR,2012,72,77,87,409,1173,2173
BIHAR,KATIHAR RLY.,2012,14,2,3,470,130,434
BIHAR,KHAGARIA,2012,72,15,31,187,541,1101
BIHAR,KISHANGANJ,2012,31,20,35,212,510,966
BIHAR,LAKHISARAI,2012,69,2,34,205,337,788
BIHAR,MADHEPURA,2012,53,10,32,213,386,1019
BIHAR,MADHUBANI,2012,158,31,50,472,440,2627
BIHAR,MOTIHARI,2012,116,41,139,847,2712,4596
BIHAR,MUNGER,2012,63,11,53,380,788,2014
BIHAR,MUZAFFARPUR,2012,153,60,167,1746,2068,4863
BIHAR,MUZAFFARPUR RLY.,2012,19,2,5,667,132,609
BIHAR,NALANDA,2012,192,32,93,622,967,3247
BIHAR,NAUGACHIA,2012,44,11,24,124,327,711
BIHAR,NAWADAH,2012,92,34,50,213,187,1500
BIHAR,PATNA,2012,502,37,203,4511,2760,9217
BIHAR,PATNA RLY.,2012,29,2,5,1431,164,1018
BIHAR,PURNEA,2012,100,46,48,548,869,2131
BIHAR,ROHTAS,2012,137,15,92,1006,1468,3419
BIHAR,SAHARSA,2012,43,11,20,168,309,967
BIHAR,SAMASTIPUR,2012,138,22,56,556,1391,2808
BIHAR,SARAN,2012,100,12,73,676,806,3277
BIHAR,SHEIKHPURA,2012,35,6,24,137,508,887
BIHAR,SHEOHAR,2012,10,14,19,47,283,447
BIHAR,SITAMARHI,2012,55,31,50,425,1055,2172
BIHAR,SIWAN,2012,126,8,57,467,735,2016
BIHAR,SUPAUL,2012,43,22,34,297,1045,1760
BIHAR,VAISHALI,2012,118,16,72,770,1784,3445
CHHATTISGARH,BALRAMPUR,2012,30,30,3,171,216,618
CHHATTISGARH,BILASPUR,2012,65,72,15,1742,2311,4709
CHHATTISGARH,BIZAPUR,2012,19,7,2,42,95,239
CHHATTISGARH,DANTEWARA,2012,59,9,4,200,237,616
CHHATTISGARH,DHAMTARI,2012,16,26,4,337,680,1249
CHHATTISGARH,DURG,2012,72,132,29,2194,3334,6121
CHHATTISGARH,GRP RAIPUR,2012,2,5,0,422,88,320
CHHATTISGARH,JAGDALPUR,2012,70,46,19,420,1080,1910
CHHATTISGARH,JANJGIR,2012,43,42,6,563,674,2014
CHHATTISGARH,JASHPUR,2012,56,35,0,241,342,766
CHHATTISGARH,KABIRDHAM,2012,19,20,2,190,251,817
CHHATTISGARH,KANKER,2012,35,37,6,188,603,1046
CHHATTISGARH,KORBA,2012,40,38,4,878,1013,2295
CHHATTISGARH,KORIYA,2012,22,58,7,476,723,1531
CHHATTISGARH,MAHASAMUND,2012,19,33,5,450,537,1324
CHHATTISGARH,RAIGARH,2012,56,39,5,693,378,1547
CHHATTISGARH,RAIPUR,2012,89,159,40,1901,2302,5595
CHHATTISGARH,RAJNANDGAON,2012,51,62,8,554,1603,2494
CHHATTISGARH,SARGUJA,2012,105,142,19,999,1109,2739
GOA,NORTH GOA,2012,21,9,4,804,428,1380
GOA,SOUTH GOA,2012,13,3,5,588,352,1060
GUJARAT,AHMEDABAD COMMR.,2012,222,12,153,8863,5953,14479
GUJARAT,AHMEDABAD,2012,63,7,13,584,1411,2772
GUJARAT,AHWA-DANG,2012,6,4,1,29,67,170
GUJARAT,AMRELI,2012,22,4,27,402,1030,1851
GUJARAT,ANAND,2012,49,8,38,883,1829,3859
GUJARAT,BHARUCH,2012,47,7,24,763,1513,3086
GUJARAT,BHAVNAGAR,2012,60,9,51,1323,3123,5146
GUJARAT,DAHOD,2012,66,14,9,365,743,1743
GUJARAT,GANDHINAGAR,2012,31,7,21,1195,1669,3299
GUJARAT,HIMATNAGAR,2012,71,11,40,763,2385,4386
GUJARAT,JAMNAGAR,2012,39,25,36,1241,1961,3571
GUJARAT,JUNAGADH,2012,55,10,50,1333,2542,4980
GUJARAT,KHEDA NORTH,2012,57,9,29,855,2101,3868
GUJARAT,KUTCH,2012,39,3,40,769,1945,3611
GUJARAT,MEHSANA,2012,49,13,41,1520,2120,5120
GUJARAT,NARMADA,2012,16,7,5,100,302,696
GUJARAT,NAVSARI,2012,26,5,11,390,825,1354
GUJARAT,PALANPUR,2012,38,16,47,859,1136,3745
GUJARAT,PANCHMAHAL,2012,83,4,22,784,961,2416
GUJARAT,PATAN,2012,24,3,29,541,1185,2389
GUJARAT,PORBANDAR,2012,9,4,9,194,752,1213
GUJARAT,RAJKOT COMMR.,2012,35,6,40,2701,1765,4644
GUJARAT,RAJKOT,2012,42,15,50,969,2387,4382
GUJARAT,SURAT COMMR.,2012,81,18,63,3430,745,4172
GUJARAT,SURAT,2012,78,10,19,522,833,2060
GUJARAT,SURENDRANAGAR,2012,40,13,37,600,1816,3137
