STATE/UT,DISTRICT,YEAR,murder,rape,kidnap,theft,other,total_ipc
23,138,2017,16,0,2,16,19,88
23,156,2017,28,1,6,103,51,157
23,314,2017,41,1,28,148,182,608
23,315,2017,61,7,64,489,408,1238
23,668,2017,17,1,8,29,49,145
23,735,2017,3,0,2,10,20,38
23,750,2017,40,6,27,93,175,544
23,773,2017,4,0,4,20,31,74
24,256,2017,10,4,6,84,28,159
24,258,2017,2,1,2,33,10,53
24,260,2017,16,4,16,146,46,267
24,326,2017,43,26,3,140,85,314
24,410,2017,24,32,22,678,171,979
24,412,2017,17,8,2,57,36,127
24,636,2017,10,7,1,121,62,180
25,10,2017,21,35,3,1147,120,1056
25,137,2017,5,12,0,162,19,164
25,427,2017,9,12,1,214,57,248
25,460,2017,5,3,0,74,48,124
25,468,2017,2,9,0,259,35,237
25,483,2017,2,1,0,76,3,74
25,648,2017,2,3,0,77,36,103
25,670,2017,1,8,0,69,12,77
26,212,2017,30,5,7,531,62,510
26,419,2017,3,0,0,5,11,19
26,424,2017,26,4,4,161,78,248
26,465,2017,2,0,1,0,7,13
26,501,2017,17,1,3,38,18,84
26,502,2017,11,0,0,29,13,57
26,583,2017,3,0,1,22,7,28
26,584,2017,7,0,0,23,13,50
26,765,2017,7,0,1,22,13,51
26,808,2017,8,3,0,48,6,66
26,812,2017,5,0,0,34,14,54
27,32,2017,55,38,37,912,958,2428
27,54,2017,37,55,51,792,1399,2797
27,67,2017,43,18,14,444,597,1422
27,84,2017,16,4,8,384,359,1056
27,88,2017,30,42,21,218,1117,1734
27,113,2017,38,53,26,394,920,1870
27,117,2017,10,9,5,79,114,485
27,173,2017,42,41,68,1903,1546,3919
27,193,2017,26,13,8,136,124,655
27,206,2017,59,35,26,501,797,1900
27,249,2017,12,8,10,83,235,452
27,253,2017,69,34,27,488,605,2244
27,323,2017,23,18,13,343,601,1317
27,335,2017,35,25,32,565,676,2152
27,358,2017,21,11,16,639,156,1426
27,371,2017,30,30,23,269,562,1302
27,376,2017,25,32,14,146,124,952
27,402,2017,40,30,31,321,916,1465
27,403,2017,81,41,35,598,354,1891
27,417,2017,60,53,79,3270,1415,6052
27,434,2017,43,41,32,388,579,1512
27,482,2017,30,12,9,78,111,380
27,492,2017,98,74,32,723,760,2434
27,544,2017,31,21,35,297,268,1273
27,557,2017,30,28,22,120,372,851
27,558,2017,17,5,14,152,391,749
27,600,2017,21,43,17,960,1405,2809
27,632,2017,38,23,14,170,255,788
27,640,2017,24,15,9,541,597,1418
27,653,2017,46,27,15,769,815,2127
27,708,2017,9,16,12,122,70,466
27,721,2017,2,0,2,430,78,343
27,722,2017,6,1,2,225,130,281
27,729,2017,85,43,42,546,464,1922
29,26,2017,54,21,48,1048,590,2142
29,26,2017,33,10,31,171,214,744
29,72,2017,19,7,6,160,208,637
29,77,2017,27,15,19,352,230,1049
29,93,2017,52,27,34,826,688,1893
29,231,2017,24,13,17,384,355,1067
29,234,2017,15,15,47,615,269,1292
29,238,2017,55,33,33,533,481,1868
29,240,2017,16,2,1,71,214,306
29,283,2017,30,30,26,308,369,1100
29,305,2017,48,27,25,528,386,1690
29,325,2017,15,15,10,244,320,874
29,336,2017,95,54,113,1603,878,3855
29,385,2017,33,22,22,526,434,1480
29,407,2017,28,17,18,284,347,1083
29,467,2017,71,58,120,1620,1039,3409
29,489,2017,34,20,8,166,283,777
29,500,2017,45,7,22,324,216,1124
29,507,2017,31,11,22,274,225,787
29,543,2017,23,13,10,274,169,824
29,578,2017,59,22,25,801,757,2428
29,639,2017,13,7,9,299,314,898
29,656,2017,45,31,26,560,553,1678
29,661,2017,24,16,33,765,660,1602
29,737,2017,41,26,35,364,318,1186
30,11,2017,54,31,89,2028,3218,6708
30,18,2017,93,73,109,2698,2461,8199
30,65,2017,40,39,46,285,613,2199
30,69,2017,37,43,28,647,938,2489
30,71,2017,27,19,29,462,1150,2664
30,91,2017,74,62,112,1635,3964,6931
30,95,2017,38,48,66,1466,2355,4629
30,106,2017,39,32,36,772,1794,4105
30,121,2017,28,28,57,544,1126,2868
30,155,2017,51,92,147,1524,1800,6242
30,157,2017,22,27,27,432,949,2587
30,187,2017,35,16,67,1567,2524,4195
30,207,2017,44,20,57,861,802,3371
30,219,2017,23,10,42,173,1174,1991
30,241,2017,4,0,6,968,407,972
30,252,2017,62,66,56,985,1769,5172
30,291,2017,33,39,24,495,1377,2922
30,330,2017,14,25,65,5050,2522,6527
30,331,2017,17,23,76,1843,1393,3789
30,329,2017,73,39,85,2464,4605,8929
30,332,2017,23,14,65,2917,1644,5179
30,334,2017,5,4,13,319,573,972
30,340,2017,21,7,30,386,1498,2329
30,355,2017,45,54,49,878,862,2782
30,359,2017,45,31,34,757,1838,3956
30,363,2017,18,16,55,1659,806,3472
30,361,2017,23,24,19,579,702,2699
30,387,2017,39,28,69,901,2417,3564
30,438,2017,24,25,84,1993,1270,3661
30,437,2017,27,30,33,528,577,1768
30,523,2017,43,38,49,964,2120,4001
30,565,2017,35,39,71,899,2939,4733
30,621,2017,13,5,43,446,745,2325
30,664,2017,22,21,48,997,2313,3485
30,690,2017,38,34,59,866,1974,4047
30,698,2017,23,23,37,405,600,1888
30,758,2017,24,19,60,635,1366,3497
30,767,2017,91,94,135,1604,2661,7023
31,221,2017,4,8,5,180,83,328
31,551,2017,1,0,0,14,13,32
31,712,2017,1,12,1,76,60,180
31,806,2017,6,4,3,55,36,127
32,145,2017,149,46,83,4962,9599,16508
32,146,2017,4,0,3,234,169,358
32,160,2017,88,16,84,2401,10400,14360
32,161,2017,22,10,14,1503,2408,3924
32,171,2017,61,28,57,1125,4601,6909
32,202,2017,42,6,44,288,1690,3488
32,213,2017,40,12,50,675,2843,4439
32,226,2017,54,20,66,1349,4864,7380
32,375,2017,57,25,18,909,5081,7236
32,384,2017,28,11,22,706,2726,4206
32,393,2017,18,3,14,387,1920,2642
32,443,2017,72,11,38,643,2656,4562
32,471,2017,55,9,36,591,2848,4734
32,472,2017,27,4,23,741,1289,2325
32,522,2017,39,14,28,470,3111,4404
32,531,2017,26,12,31,513,2511,3849
32,549,2017,13,6,5,272,880,1365
32,582,2017,33,26,22,402,1875,2896
32,594,2017,37,14,25,582,2318,3450
32,626,2017,37,8,25,441,1961,3027
32,649,2017,69,25,71,480,2605,5208
32,650,2017,16,10,28,418,686,1520
32,702,2017,43,3,40,534,1738,2897
32,742,2017,68,5,50,1327,4141,6504
32,743,2017,30,4,22,596,2293,3712
32,744,2017,81,35,56,1048,5004,7610
32,745,2017,17,6,10,436,813,1398
32,746,2017,23,7,14,365,2055,3056
32,747,2017,46,14,25,459,3312,4663
32,748,2017,40,9,30,484,2770,4300
32,749,2017,62,19,33,989,2745,4663
32,761,2017,0,0,0,62,41,92
32,760,2017,49,12,23,435,2591,3566
32,762,2017,21,2,17,1118,2212,3218
32,787,2017,68,25,55,1012,5329,7343
32,792,2017,75,58,64,851,4312,6919
32,794,2017,51,8,44,838,2351,4023
33,197,2017,19,13,27,86,90,358
33,551,2017,21,26,21,185,184,706
33,712,2017,34,41,21,330,378,1267
33,806,2017,66,77,44,478,589,1942
34,5,2017,178,30,209,3236,1635,6135
34,14,2017,199,50,147,1532,814,3751
34,16,2017,186,26,100,1476,1775,4417
34,21,2017,38,15,33,310,248,1027
34,40,2017,44,9,34,213,361,1069
34,44,2017,85,11,34,313,529,1308
34,45,2017,146,11,53,359,915,1831
34,50,2017,89,17,35,366,197,1114
34,51,2017,72,34,53,340,402,1313
34,55,2017,46,10,26,265,266,816
34,58,2017,28,10,17,143,185,505
34,59,2017,61,15,18,218,440,978
34,66,2017,75,25,70,421,740,1931
34,70,2017,175,62,126,1194,2476,4834
34,76,2017,43,10,22,234,399,1130
34,105,2017,124,27,68,427,473,2070
34,119,2017,170,44,120,896,1588,4005
34,140,2017,23,6,12,150,387,955
34,153,2017,33,23,8,106,180,440
34,195,2017,57,2,21,211,485,1001
34,227,2017,169,39,107,702,870,2723
34,228,2017,73,14,84,524,976,2208
34,229,2017,70,23,46,515,394,1463
34,233,2017,75,21,71,271,617,1388
34,235,2017,88,22,45,222,509,1419
34,239,2017,138,28,109,795,863,2652
34,241,2017,24,2,8,2585,646,2153
34,261,2017,91,17,83,2883,873,3277
34,263,2017,196,33,158,2224,1266,4320
34,264,2017,58,10,14,280,308,1102
34,270,2017,68,13,47,408,544,1233
34,273,2017,112,19,58,801,431,2076
34,288,2017,43,8,12,36,195,435
34,294,2017,108,33,47,378,601,1806
34,297,2017,74,16,71,502,577,1879
34,320,2017,79,28,34,389,279,1244
34,337,2017,57,8,27,201,607,1164
34,351,2017,70,24,47,441,844,2198
34,356,2017,88,10,25,420,457,1183
34,379,2017,74,6,32,189,418,1084
34,381,2017,59,13,62,279,610,1820
34,382,2017,194,46,291,2786,2905,8008
34,400,2017,74,30,48,226,416,1156
34,414,2017,141,47,75,640,891,2308
34,449,2017,49,9,29,185,322,1127
34,457,2017,35,10,13,113,107,583
34,466,2017,214,82,260,6118,3007,10017
34,474,2017,39,23,25,142,488,1111
34,477,2017,50,10,11,136,182,496
34,478,2017,132,11,72,621,846,2232
34,490,2017,97,36,74,1351,1402,3965
34,491,2017,44,8,37,262,185,911
34,494,2017,216,39,150,1961,1026,4410
34,499,2017,56,10,8,243,250,795
34,503,2017,189,58,129,1350,2017,4304
34,514,2017,239,37,154,1228,1418,3720
34,585,2017,55,23,47,188,1029,1651
34,592,2017,79,16,53,463,530,1684
34,604,2017,83,31,47,427,535,1826
34,627,2017,76,40,61,632,1021,2138
34,645,2017,105,14,41,864,1338,2960
34,657,2017,29,9,20,99,111,503
34,672,2017,161,52,102,620,1014,2691
34,682,2017,28,10,18,144,63,393
34,687,2017,23,5,25,201,286,771
34,701,2017,151,67,102,1062,963,2881
34,707,2017,49,16,12,167,141,744
34,723,2017,21,1,13,175,97,478
34,728,2017,83,34,50,536,326,1594
34,777,2017,131,30,68,403,423,1560
34,786,2017,87,20,50,2060,1195,3784
35,17,2017,21,6,0,129,90,299
35,49,2017,10,3,0,26,40,109
35,135,2017,15,10,7,81,29,221
35,136,2017,7,2,2,36,16,84
35,191,2017,43,29,60,965,462,2205
35,295,2017,68,28,72,1116,427,2534
35,527,2017,32,6,25,403,319,883
35,581,2017,20,7,11,128,107,419
35,586,2017,13,9,9,107,142,341
35,641,2017,8,1,5,60,21,134
35,739,2017,16,2,4,97,67,248
35,770,2017,62,12,49,681,872,1903
35,781,2017,3,2,9,78,94,219
36,0,2017,240,231,236,2398,3917,9201
36,1,2017,206,205,241,2939,3787,8856
36,38,2017,34,15,18,300,679,1491
36,64,2017,55,44,14,341,332,1329
36,108,2017,87,53,31,553,463,1868
36,122,2017,152,69,54,1080,1438,4384
36,162,2017,41,139,68,343,878,2051
36,178,2017,41,46,47,193,435,1284
36,184,2017,50,48,36,963,248,1873
36,303,2017,122,57,46,1325,1057,3632
36,306,2017,79,45,83,1295,1450,4073
36,307,2017,10,1,3,807,42,493
36,341,2017,162,235,202,3166,2589,6654
36,408,2017,3,0,2,254,25,170
36,429,2017,48,44,114,6036,3611,10901
36,481,2017,111,103,73,573,719,2175
36,513,2017,162,369,140,1337,1227,5243
36,520,2017,108,183,175,1747,1361,5623
36,574,2017,119,60,61,706,1249,2933
36,599,2017,88,41,75,513,991,3099
36,602,2017,52,38,14,383,700,1385
36,666,2017,6,3,4,333,27,269
36,691,2017,4,1,1,114,26,96
36,779,2017,66,76,62,621,652,2019
0,2,2017,16,3,12,323,337,807
6,139,2017,27,22,52,3708,999,3643
8,175,2017,10,7,9,205,161,425
10,180,2017,12,1,0,116,24,210
10,216,2017,0,0,1,18,13,50
11,131,2017,33,22,70,2229,1442,3248
11,192,2017,589,598,1688,36686,24854,56065
11,221,2017,42,73,145,4776,2274,6016
11,276,2017,3,4,12,1593,68,926
11,313,2017,1,0,3,295,78,662
11,547,2017,5,7,12,1472,983,2195
11,551,2017,31,33,64,1611,1750,3352
11,555,2017,75,89,241,2835,2257,5121
11,556,2017,68,51,208,4017,1993,5189
11,560,2017,119,121,360,2748,2690,5690
11,712,2017,79,83,256,6845,4892,10414
11,716,2017,59,51,148,3955,3633,6821
11,724,2017,0,0,0,0,19,40
11,806,2017,74,64,169,4310,2775,6391
20,456,2017,0,1,0,42,26,56
28,386,2017,4,3,5,189,336,766
28,587,2017,32,6,15,1479,2201,4288
2,3,2018,87,50,41,1122,1782,5300
2,29,2018,158,37,90,1234,2762,5734
2,154,2018,130,30,84,2922,2535,7307
2,172,2018,119,27,76,1235,2984,6605
2,174,2018,200,80,141,7562,1397,14173
2,222,2018,83,48,91,2822,1175,8435
2,280,2018,7,0,0,245,14,171
2,281,2018,162,48,83,2827,3065,8911
2,309,2018,127,62,140,11658,3067,18567
2,391,2018,146,84,159,1703,1368,8337
2,405,2018,128,70,103,1380,2179,5834
2,442,2018,57,38,69,1351,775,5528
2,447,2018,121,47,89,1340,1713,7835
2,473,2018,218,72,104,2138,1190,6661
2,493,2018,150,50,62,1599,933,5989
2,530,2018,124,90,91,1412,3043,8026
2,546,2018,76,39,83,1759,1029,6118
2,550,2018,170,31,51,1741,1080,5709
2,591,2018,79,30,66,1011,2072,5453
2,629,2018,99,37,23,518,510,2419
2,667,2018,10,2,0,744,60,476
2,719,2018,27,32,18,589,961,3908
2,791,2018,35,30,49,2565,610,5127
2,790,2018,1,0,1,616,57,417
2,795,2018,69,12,12,412,294,3107
2,796,2018,33,29,34,2381,1886,5015
2,797,2018,32,6,16,560,1411,3142
2,801,2018,126,59,82,1176,2240,6758
2,807,2018,81,117,112,3057,1737,8213
3,142,2018,6,2,4,124,54,199
3,210,2018,1,3,6,83,25,133
3,368,2018,3,2,3,14,43,97
3,372,2018,4,5,6,45,34,144
3,373,2018,1,0,3,48,13,97
3,463,2018,11,3,1,105,50,159
3,572,2018,12,7,18,317,138,541
3,683,2018,10,5,8,116,30,179
3,684,2018,1,0,1,33,8,55
3,685,2018,6,13,10,127,75,276
3,725,2018,4,0,4,50,35,135
3,726,2018,4,2,2,35,48,162
3,738,2018,2,0,0,24,4,42
3,755,2018,7,0,13,84,31,141
3,778,2018,2,0,0,9,2,14
4,73,2018,54,97,128,561,806,2539
4,75,2018,67,23,35,87,126,465
4,114,2018,15,51,60,387,388,1219
4,125,2018,0,0,0,2,13,24
4,126,2018,56,72,128,1565,2843,4869
4,151,2018,24,25,33,145,144,467
4,185,2018,38,57,59,379,205,1493
4,205,2018,26,88,66,357,226,1326
4,208,2018,47,116,139,620,881,3242
4,211,2018,99,46,89,1290,583,2343
4,241,2018,6,5,8,323,43,251
4,266,2018,36,66,76,345,339,1319
4,268,2018,66,42,61,608,240,1476
4,285,2018,66,59,167,2899,3768,7163
4,287,2018,27,39,61,321,305,1171
4,365,2018,68,44,54,659,326,1517
4,374,2018,65,36,113,1728,483,2429
4,388,2018,55,16,25,323,188,684
4,390,2018,27,19,49,272,240,1046
4,425,2018,53,55,51,393,164,902
4,454,2018,44,52,91,453,509,1905
4,505,2018,23,75,68,411,146,1429
4,519,2018,42,4,14,103,66,233
4,521,2018,85,112,215,1015,1441,4294
4,529,2018,32,30,55,402,271,1183
4,603,2018,3,5,3,27,46,88
4,686,2018,108,46,111,1178,712,2276
4,710,2018,95,56,136,1089,1029,2779
4,754,2018,114,60,87,1500,807,2333
4,768,2018,56,42,57,297,260,868
5,35,2018,60,37,40,576,1461,2907
5,37,2018,28,2,12,129,433,694
5,41,2018,100,30,56,753,290,3381
5,47,2018,28,15,49,517,1261,2439
5,63,2018,76,49,46,395,576,1848
5,80,2018,110,25,110,686,1362,3256
5,85,2018,72,28,51,561,2077,3312
5,87,2018,40,8,37,468,847,1763
5,89,2018,103,35,133,1562,1777,4313
5,99,2018,140,18,72,771,501,3866
5,124,2018,58,11,26,644,520,1496
5,183,2018,82,67,123,723,2178,3800
5,262,2018,148,52,90,1175,1598,4179
5,272,2018,80,23,80,379,1356,2605
5,342,2018,10,1,4,249,64,223
5,348,2018,59,17,38,335,206,1788
5,352,2018,40,6,38,307,988,1524
5,397,2018,65,120,103,388,1128,2858
5,398,2018,8,2,9,481,110,467
5,404,2018,55,16,48,231,955,1826
5,420,2018,32,30,33,401,308,1316
5,455,2018,41,35,34,325,349,1187
5,469,2018,40,16,45,355,1050,1700
5,470,2018,68,24,51,801,3770,5454
5,506,2018,199,34,121,1111,833,4600
5,512,2018,85,20,61,703,815,1899
5,515,2018,156,28,136,2009,3383,5678
5,516,2018,16,2,4,628,215,609
5,528,2018,137,23,100,899,1472,4215
5,539,2018,35,8,29,137,873,1523
5,542,2018,76,28,48,354,613,1747
5,579,2018,369,57,341,3869,9061,14491
5,580,2018,27,0,11,1217,212,939
5,601,2018,120,185,139,677,684,2802
5,638,2018,112,21,63,1047,2267,3943
5,646,2018,34,22,41,370,809,2155
5,651,2018,112,32,74,865,1285,3416
5,659,2018,133,34,98,1071,802,3550
5,675,2018,27,9,25,184,600,1020
5,676,2018,9,7,19,109,130,546
5,700,2018,78,12,70,734,2049,3235
5,703,2018,84,24,67,613,590,2452
5,730,2018,51,53,54,467,688,1978
5,784,2018,122,36,218,1142,1824,3669
7,58,2018,50,41,7,132,165,774
7,107,2018,112,71,33,2403,1851,6337
7,110,2018,96,5,8,22,88,368
7,182,2018,69,10,8,139,278,723
7,198,2018,23,26,4,465,841,1552
7,220,2018,87,109,18,2298,3580,6595
7,275,2018,5,2,0,401,63,301
7,324,2018,74,68,13,381,1315,2309
7,349,2018,37,47,8,942,1507,3011
7,350,2018,65,71,46,363,516,1270
7,369,2018,11,29,5,415,479,1720
7,378,2018,55,15,10,243,543,1062
7,435,2018,38,31,12,769,918,2515
7,436,2018,48,54,5,540,469,1798
7,475,2018,20,24,8,435,631,1493
7,534,2018,18,1,1,19,33,151
7,607,2018,89,30,10,1161,964,2945
7,613,2018,113,128,46,3958,3430,9981
7,619,2018,51,60,12,850,2035,3252
7,660,2018,66,78,9,441,966,1805
7,731,2018,60,78,10,393,402,1480
12,553,2018,34,15,19,878,488,1489
12,713,2018,26,15,17,649,398,1253
13,7,2018,85,44,172,12286,7900,18544
13,6,2018,36,3,36,859,2021,3404
13,9,2018,7,3,2,28,143,231
13,25,2018,23,8,60,569,1234,2391
13,28,2018,42,11,51,1153,2126,3794
13,92,2018,37,13,34,921,1600,3075
13,94,2018,38,9,90,1990,3824,5858
13,177,2018,47,13,43,487,782,1808
13,251,2018,32,8,44,1396,3095,4808
13,300,2018,39,16,37,514,3592,4887
13,344,2018,37,17,30,992,3810,5332
13,366,2018,33,5,48,1708,2762,5288
13,413,2018,36,8,41,913,3624,5265
13,450,2018,41,16,44,1643,2579,4941
13,495,2018,30,9,54,1548,2059,4604
13,535,2018,16,7,7,95,500,810
13,541,2018,26,2,9,199,762,995
13,564,2018,43,37,43,1063,1641,4107
13,568,2018,41,8,55,528,2286,3323
13,575,2018,14,19,29,862,1620,2948
13,589,2018,7,3,12,222,616,1014
13,618,2018,38,12,54,3176,2368,5525
13,617,2018,47,24,47,1032,2013,3870
13,733,2018,100,28,131,6788,4475,10741
13,732,2018,44,3,11,292,882,1589
13,734,2018,35,21,44,482,1643,2957
13,736,2018,21,3,3,106,331,602
13,783,2018,23,7,34,3219,2473,5386
13,782,2018,80,11,39,445,1497,2755
13,785,2018,33,4,15,585,1094,1800
13,798,2018,10,2,4,1704,173,1156
14,19,2018,31,35,55,1119,1101,2560
14,98,2018,67,33,47,1386,956,2739
14,230,2018,64,46,109,2198,2124,4516
14,232,2018,24,12,25,727,647,1621
14,274,2018,29,1,7,1017,468,1260
14,284,2018,85,35,89,6495,2347,7170
14,302,2018,57,23,43,1357,1353,3166
14,354,2018,66,22,26,692,518,1715
14,360,2018,53,38,29,768,655,1767
14,370,2018,24,14,16,501,621,1522
14,392,2018,46,50,35,1650,1124,3231
14,448,2018,22,41,30,1431,1007,2413
14,476,2018,33,21,26,498,977,1724
14,497,2018,19,29,21,458,521,1262
14,566,2018,37,29,32,800,863,1990
14,567,2018,18,15,26,1025,686,1569
14,570,2018,58,30,52,1912,780,2702
14,635,2018,31,23,27,1057,1177,2361
14,637,2018,70,39,32,1449,843,2642
14,699,2018,48,31,25,822,733,1958
14,709,2018,88,36,59,1616,1170,3383
14,810,2018,43,28,43,1244,789,2073
15,107,2018,6,10,7,176,713,1046
15,134,2018,11,10,16,217,384,761
15,241,2018,0,0,0,6,5,8
15,288,2018,6,8,12,213,439,959
15,377,2018,20,19,20,625,1260,2290
15,418,2018,1,4,2,46,71,170
15,445,2018,15,16,19,224,665,1096
15,453,2018,1,1,0,6,55,70
15,484,2018,19,32,14,294,1420,2144
15,678,2018,15,22,20,592,1106,1941
15,697,2018,7,10,14,222,448,885
15,704,2018,18,14,15,351,659,1504
15,775,2018,15,11,12,237,612,1102
16,30,2018,10,13,74,420,566,1224
16,43,2018,2,4,13,99,197,367
16,60,2018,3,1,45,155,166,467
16,68,2018,23,13,63,422,563,1247
16,118,2018,7,8,66,460,609,1404
16,167,2018,2,0,0,2,0,25
16,169,2018,2,0,0,2,0,52
16,217,2018,20,20,24,106,331,591
16,250,2018,5,2,23,114,150,358
16,290,2018,6,6,17,71,125,310
16,343,2018,38,26,51,1395,2189,3851
16,389,2018,2,1,1,12,73,107
16,396,2018,15,15,19,185,716,1057
16,421,2018,10,4,12,81,157,294
16,444,2018,6,5,45,179,185,572
16,446,2018,14,5,22,75,150,393
16,461,2018,2,6,3,53,183,253
16,588,2018,14,16,25,124,391,787
16,595,2018,9,2,30,158,114,421
16,608,2018,0,0,1,22,0,13
16,620,2018,13,21,28,160,842,1286
16,624,2018,11,9,14,101,497,678
16,633,2018,17,5,10,93,310,472
16,652,2018,6,2,9,113,491,670
16,681,2018,7,6,16,138,75,313
16,720,2018,14,16,79,923,1029,2549
16,769,2018,10,13,14,147,625,843
17,112,2018,76,40,41,1414,1398,2665
17,132,2018,162,42,7,297,203,837
17,143,2018,42,11,17,239,587,1030
17,194,2018,47,33,11,438,459,1475
17,199,2018,84,47,88,1817,1614,3579
17,200,2018,13,0,1,239,61,235
17,218,2018,77,60,26,499,722,1758
17,254,2018,50,21,27,229,354,1279
17,265,2018,63,48,52,839,1306,2819
17,267,2018,61,26,41,391,994,1863
17,278,2018,162,38,37,278,225,960
17,299,2018,82,57,65,1101,1132,3021
17,345,2018,112,41,36,1962,1432,3212
17,346,2018,6,0,0,253,32,194
17,347,2018,28,20,9,174,358,654
17,416,2018,68,8,13,100,63,313
17,423,2018,23,16,16,267,305,825
17,458,2018,33,11,14,181,212,540
17,462,2018,24,16,18,217,237,563
17,561,2018,37,53,18,202,100,796
17,563,2018,108,30,57,497,1100,2117
17,625,2018,45,11,20,638,315,1067
17,628,2018,219,62,117,3515,1106,4805
17,647,2018,46,61,35,301,264,844
17,658,2018,62,13,14,442,141,857
17,693,2018,79,26,12,144,123,378
18,48,2018,43,2,22,332,1166,2048
18,62,2018,261,54,159,21851,10648,29664
18,61,2018,102,14,22,1288,2549,4423
18,81,2018,125,30,59,1562,3617,7150
18,82,2018,47,11,19,715,1834,3264
18,102,2018,29,7,23,577,1601,3363
18,104,2018,83,19,23,467,1386,3125
18,130,2018,40,7,17,529,845,1891
18,133,2018,37,4,7,342,632,1518
18,150,2018,42,17,23,579,1441,3101
18,152,2018,43,18,20,709,2406,4191
18,179,2018,31,10,10,737,2372,3974
18,188,2018,27,10,35,690,1564,3009
18,204,2018,21,3,15,1075,1088,2299
18,203,2018,22,1,6,128,692,1087
18,247,2018,24,10,10,238,460,1175
18,277,2018,107,25,47,904,2592,5622
18,296,2018,73,17,28,1016,2738,4949
18,298,2018,33,5,12,317,1213,2322
18,367,2018,14,5,5,197,327,849
18,422,2018,24,20,6,329,752,1730
18,426,2018,60,14,15,513,1030,2014
18,433,2018,28,6,12,299,1063,1723
18,487,2018,51,18,14,954,2699,4747
18,518,2018,28,23,30,1546,1381,3086
18,517,2018,55,13,14,690,1423,3173
18,605,2018,55,19,21,366,1577,2994
18,608,2018,13,0,2,630,59,447
18,623,2018,99,17,19,1058,2275,4084
18,679,2018,48,14,27,980,2380,4790
18,766,2018,70,12,18,1191,2652,4813
18,771,2018,23,11,7,412,1576,2335
18,780,2018,21,10,11,292,1717,2580
19,13,2018,16,16,20,989,5070,8373
19,225,2018,12,12,12,771,6562,7961
19,224,2018,55,35,13,1208,6102,9159
19,312,2018,16,28,15,738,2267,4923
19,380,2018,31,33,13,768,2534,5901
19,394,2018,21,28,15,537,1233,3585
19,430,2018,34,61,23,1255,4423,8717
19,439,2018,31,31,16,1158,4332,8008
19,441,2018,7,15,12,904,2041,4166
19,440,2018,17,39,7,763,2109,5429
19,480,2018,38,51,13,1474,3768,7419
19,562,2018,34,42,15,773,2498,5557
19,576,2018,21,32,10,597,2904,5343
19,608,2018,1,1,0,298,10,209
19,751,2018,50,46,17,1169,6159,10003
19,764,2018,12,20,18,1278,2279,5016
19,763,2018,44,43,25,1274,3868,8348
19,805,2018,17,35,9,380,902,2503
21,15,2018,61,41,14,217,496,1225
21,34,2018,34,42,4,258,549,1244
21,39,2018,27,47,3,404,577,2041
21,53,2018,60,61,8,516,1293,2559
21,74,2018,33,39,6,523,893,1907
21,86,2018,59,121,26,680,1707,3241
21,97,2018,60,27,13,694,1481,3171
21,100,2018,75,113,42,6358,7901,14718
21,101,2018,3,2,3,1891,331,1327
21,123,2018,19,14,2,288,830,1384
21,148,2018,56,57,26,1168,2837,4928
21,149,2018,81,120,13,753,1922,4589
21,181,2018,58,46,13,459,776,2904
21,186,2018,44,25,17,477,1248,2388
21,196,2018,46,73,18,1497,3253,5593
21,201,2018,86,100,29,1257,2947,5389
21,214,2018,24,20,1,81,355,750
21,279,2018,66,72,14,661,1313,3116
21,286,2018,121,42,62,4883,3640,9104
21,293,2018,20,18,9,353,346,1205
21,304,2018,52,64,19,1066,1986,3562
21,318,2018,127,122,61,10901,9572,19587
21,319,2018,3,3,0,387,109,337
21,321,2018,75,127,52,2736,5634,10857
21,322,2018,7,1,1,446,102,365
21,353,2018,23,31,18,289,827,1507
21,399,2018,37,48,7,565,904,2964
21,406,2018,36,52,12,886,2103,3244
21,409,2018,51,65,8,1379,2398,4144
21,485,2018,34,47,3,200,1113,1922
21,486,2018,45,40,19,820,1999,3360
21,504,2018,61,26,35,1236,1742,5062
21,536,2018,53,61,5,524,633,2465
21,545,2018,26,19,12,691,630,2082
21,571,2018,34,28,7,334,866,1704
21,614,2018,42,67,24,556,2072,3355
21,616,2018,39,83,28,780,3001,4675
21,630,2018,43,63,16,721,2072,3488
21,634,2018,52,82,27,1777,2355,5179
21,644,2018,83,119,31,1584,2815,8169
21,663,2018,64,102,20,1636,2770,5798
21,669,2018,42,61,16,335,1567,2551
21,671,2018,35,47,13,655,1882,2959
21,673,2018,31,57,16,1139,1155,3811
21,677,2018,9,13,10,167,433,1239
21,680,2018,76,64,31,765,1781,4104
21,688,2018,30,37,17,532,1225,2367
21,689,2018,29,57,20,818,1956,3403
21,695,2018,28,40,13,478,1093,2102
21,753,2018,49,35,13,495,1461,3035
21,772,2018,63,78,32,2870,4695,8764
21,774,2018,72,25,6,266,687,1259
21,788,2018,42,93,14,1020,2180,4353
22,8,2018,135,49,51,3619,1617,7070
22,12,2018,56,26,35,2307,1128,4132
22,24,2018,19,22,10,1529,704,2439
22,23,2018,78,47,18,2277,1116,4150
22,42,2018,39,21,38,2266,791,3452
22,41,2018,58,21,11,1239,690,3347
22,79,2018,65,26,39,1655,881,4500
22,90,2018,31,26,14,1471,948,2845
22,120,2018,55,36,28,2012,1241,4494
22,141,2018,57,37,34,2134,1344,4456
22,209,2018,55,10,8,1002,775,2783
22,248,2018,57,22,13,345,356,1195
22,271,2018,35,38,14,905,568,2023
22,301,2018,46,17,10,448,469,1751
