STATE/UT,DISTRICT,YEAR,murder,rape,kidnap,theft,other,total_ipc
2,3,2011,118,50,46,637,1518,4154
2,29,2011,152,23,53,939,754,4125
2,154,2011,103,27,59,1697,1262,5818
2,172,2011,81,20,25,448,1181,3140
2,222,2011,83,23,49,2504,2313,6507
2,280,2011,3,0,0,326,104,287
2,281,2011,184,54,82,2641,2426,7848
2,309,2011,118,37,80,6806,1512,11831
2,391,2011,168,56,67,1052,1726,5811
2,405,2011,94,47,41,921,1450,4582
2,442,2011,65,37,36,1134,862,4779
2,447,2011,137,29,47,771,1401,4581
2,473,2011,183,59,42,908,2158,4819
2,493,2011,113,35,26,817,454,3532
2,530,2011,123,35,27,797,1781,5002
2,546,2011,94,46,90,1476,1585,5245
2,550,2011,120,21,38,648,787,3621
2,591,2011,105,19,31,717,808,3678
2,629,2011,230,72,106,3746,2103,9867
2,667,2011,6,0,0,604,68,439
2,719,2011,42,8,12,584,926,2572
2,789,2011,58,25,70,4632,724,6733
2,790,2011,2,1,0,531,25,320
2,795,2011,58,12,12,409,685,3183
2,796,2011,23,13,13,1588,928,3422
2,797,2011,34,8,8,389,880,2178
2,801,2011,163,53,81,1125,2314,6319
2,807,2011,78,61,41,2504,1609,5696
3,142,2011,11,1,3,70,54,163
3,210,2011,3,2,4,61,45,139
3,372,2011,3,2,7,66,28,126
3,373,2011,4,0,2,58,30,103
3,463,2011,17,2,6,90,38,190
3,572,2011,11,9,15,306,129,498
3,683,2011,7,5,11,137,54,243
3,684,2011,1,2,5,23,11,56
3,685,2011,5,4,17,188,89,361
3,725,2011,9,2,6,74,44,148
3,726,2011,4,2,1,62,40,140
3,738,2011,2,1,0,29,19,48
3,755,2011,9,1,6,54,37,127
4,73,2011,64,28,105,512,430,1778
4,114,2011,45,20,36,296,188,810
4,125,2011,0,0,0,2,2,8
4,126,2011,53,45,104,949,1124,3462
4,185,2011,61,48,64,510,273,1454
4,205,2011,15,42,31,196,126,652
4,208,2011,65,43,69,264,204,1505
4,211,2011,116,35,57,793,264,1565
4,241,2011,13,1,3,297,110,343
4,266,2011,28,35,43,306,100,873
4,268,2011,53,30,44,544,363,1166
4,285,2011,83,37,129,1772,1308,4373
4,287,2011,18,24,36,285,197,820
4,365,2011,42,42,37,530,363,1190
4,374,2011,45,21,95,787,612,2011
4,388,2011,68,5,38,204,200,721
4,390,2011,32,33,42,290,97,843
4,425,2011,88,14,41,230,117,776
4,454,2011,27,64,72,561,422,1779
4,505,2011,20,23,39,226,259,731
4,519,2011,18,2,8,82,30,187
4,521,2011,98,51,119,1303,701,3202
4,529,2011,79,30,53,373,433,1194
4,603,2011,11,3,2,61,26,101
4,686,2011,59,47,64,728,546,1643
4,710,2011,87,53,87,908,575,2309
4,754,2011,108,41,62,835,245,1381
5,35,2011,51,93,79,445,944,2069
5,37,2011,38,0,13,76,51,591
5,41,2011,74,16,24,371,867,1690
5,47,2011,46,25,56,246,146,912
5,63,2011,97,34,27,236,758,1386
5,80,2011,129,13,53,673,1515,2628
5,85,2011,86,20,84,655,782,2796
5,87,2011,44,10,43,490,486,1368
5,89,2011,134,35,66,922,1343,2634
5,99,2011,135,22,46,591,1217,2806
5,124,2011,56,8,34,468,800,1674
5,183,2011,57,19,39,308,1715,2572
5,262,2011,207,25,66,1095,862,3182
5,272,2011,111,13,59,460,807,2098
5,342,2011,7,1,4,248,62,225
5,348,2011,70,10,14,216,289,1046
5,352,2011,75,6,35,317,694,1353
5,397,2011,62,51,49,371,904,1811
5,398,2011,7,0,3,473,116,417
5,404,2011,74,5,34,218,353,895
5,420,2011,26,22,23,158,481,897
5,455,2011,66,10,30,196,305,754
5,469,2011,63,11,49,182,550,1062
5,470,2011,40,13,36,299,1503,2897
5,506,2011,125,44,100,726,2243,3881
5,512,2011,51,11,45,400,787,1758
5,515,2011,174,73,113,1329,1867,4212
5,516,2011,13,2,5,649,81,538
5,528,2011,226,40,126,1013,1006,3479
5,539,2011,36,7,29,89,193,570
5,542,2011,82,15,42,200,555,1515
5,579,2011,464,27,197,3976,2825,8583
5,580,2011,24,1,3,1647,174,1127
5,601,2011,114,39,64,651,785,2054
5,638,2011,131,25,72,846,535,2961
5,646,2011,39,12,27,151,244,1066
5,651,2011,127,19,75,649,1261,2853
5,659,2011,137,20,65,681,1087,3442
5,675,2011,29,3,16,205,408,804
5,676,2011,19,11,13,45,305,428
5,700,2011,54,23,34,326,1111,1797
5,703,2011,125,4,51,401,753,1853
5,730,2011,45,30,26,347,1040,1672
5,784,2011,123,20,90,793,1857,4076
7,58,2011,13,17,1,79,40,235
7,107,2011,110,69,20,1968,1617,4353
7,110,2011,9,4,0,21,19,86
7,182,2011,83,19,11,192,259,739
7,198,2011,14,22,4,345,450,996
7,220,2011,76,144,57,2429,3302,6544
7,275,2011,2,0,0,411,77,315
7,324,2011,84,59,6,513,932,1812
7,349,2011,48,29,9,692,471,2059
7,350,2011,43,36,2,213,240,719
7,378,2011,32,42,4,178,347,760
7,401,2011,21,35,1,157,236,685
7,435,2011,34,46,13,839,634,2112
7,436,2011,39,34,7,540,764,1644
7,475,2011,23,43,7,406,416,1185
7,607,2011,50,53,6,571,571,1650
7,613,2011,102,104,38,2757,2518,6786
7,619,2011,36,58,4,766,1601,2650
7,660,2011,106,145,17,1029,1296,3130
12,553,2011,26,4,4,781,404,1271
12,713,2011,15,8,5,755,293,1070
13,7,2011,150,39,143,8063,6129,13496
13,6,2011,27,5,27,597,797,2146
13,9,2011,6,1,2,23,54,147
13,25,2011,41,2,39,550,1080,2191
13,28,2011,28,3,30,1063,1896,3879
13,92,2011,37,4,39,943,1542,3052
13,94,2011,64,9,60,1373,3438,5088
13,177,2011,36,5,15,360,863,1717
13,251,2011,25,4,15,1374,1879,3478
13,300,2011,58,17,31,615,2470,4013
13,344,2011,50,20,27,1284,2254,3857
13,366,2011,56,14,46,1398,2706,5186
13,413,2011,42,11,30,894,2195,3851
13,450,2011,52,2,24,758,1763,3355
13,495,2011,28,4,58,1354,2394,5175
13,535,2011,16,8,9,106,246,536
13,541,2011,26,2,6,351,867,1404
13,564,2011,52,18,41,1099,1102,3887
13,568,2011,56,5,46,792,1122,2535
13,575,2011,24,3,21,535,1283,2447
13,589,2011,15,6,5,279,704,1215
13,618,2011,30,5,46,2827,1883,4774
13,617,2011,33,20,40,977,2298,4402
13,733,2011,100,11,57,3256,823,3995
13,732,2011,62,26,23,566,501,1766
13,734,2011,38,11,29,524,1883,3113
13,783,2011,34,3,35,2277,2601,5047
13,782,2011,72,18,38,508,1877,3137
13,785,2011,47,9,16,1135,1802,3109
13,798,2011,15,1,0,1920,267,1421
14,19,2011,28,11,38,1064,985,2346
14,98,2011,48,10,9,531,849,1855
14,230,2011,75,37,78,1616,3531,5808
14,232,2011,20,17,20,389,468,1214
14,274,2011,24,0,2,344,346,615
14,284,2011,74,32,50,1933,1530,3502
14,302,2011,52,10,26,1147,1177,2830
14,354,2011,50,21,14,489,466,1501
14,360,2011,43,21,12,475,512,1452
14,370,2011,41,16,9,400,396,1195
14,392,2011,49,44,31,1160,335,2383
14,448,2011,24,31,14,831,738,1753
14,476,2011,26,11,13,292,611,1169
14,567,2011,13,6,18,575,440,1054
14,570,2011,46,38,19,1059,513,1895
14,635,2011,25,11,13,403,638,1214
14,637,2011,58,28,13,988,534,1856
14,699,2011,42,17,18,679,645,1768
14,709,2011,77,15,26,852,607,1944
14,810,2011,44,22,26,513,585,1405
15,107,2011,8,5,10,151,625,1074
15,134,2011,13,12,17,151,213,555
15,241,2011,1,0,0,2,1,4
15,288,2011,3,3,3,64,362,747
15,377,2011,27,18,30,366,1119,2035
15,418,2011,5,6,3,28,64,147
15,445,2011,13,13,7,85,398,630
15,453,2011,1,2,1,8,24,50
15,484,2011,18,16,11,238,963,1747
15,678,2011,16,18,13,553,1127,1964
15,697,2011,3,10,13,95,361,703
15,704,2011,15,12,13,196,476,1130
15,775,2011,7,9,5,135,319,713
16,30,2011,74,6,59,308,435,1104
16,43,2011,25,1,14,63,196,316
16,68,2011,146,28,75,442,492,1533
16,115,2011,6,12,10,62,480,708
16,118,2011,84,7,40,255,241,812
16,167,2011,0,0,0,0,0,27
16,169,2011,0,0,0,0,0,69
16,217,2011,104,7,15,61,202,627
16,250,2011,26,5,33,116,132,395
16,343,2011,33,13,43,1200,2187,3607
16,389,2011,0,0,2,14,62,82
16,396,2011,17,13,11,126,477,817
16,444,2011,41,6,35,139,272,635
16,446,2011,141,6,47,115,280,1027
16,461,2011,3,0,1,19,107,137
16,588,2011,100,13,16,147,241,766
16,595,2011,46,7,37,381,261,883
16,608,2011,1,0,0,7,11,17
16,620,2011,77,17,20,74,602,965
16,624,2011,52,3,7,36,346,537
16,633,2011,39,7,11,52,187,389
16,720,2011,71,8,115,1421,1211,3042
16,769,2011,22,10,15,306,624,1010
17,112,2011,72,26,38,1044,644,1936
17,132,2011,119,32,17,245,214,669
17,143,2011,40,6,10,205,417,748
17,194,2011,51,22,7,339,275,1106
17,199,2011,104,32,57,1343,1096,2916
17,200,2011,11,2,4,440,88,360
17,218,2011,67,27,24,188,291,1016
17,254,2011,38,11,5,157,319,788
17,265,2011,69,42,15,365,953,1918
17,267,2011,61,37,30,224,630,1030
17,278,2011,143,29,16,187,227,658
17,299,2011,80,41,42,914,761,2498
17,345,2011,89,50,60,847,1100,2712
17,346,2011,4,1,0,137,59,148
17,347,2011,22,18,14,166,21,473
17,423,2011,22,2,14,196,251,667
17,458,2011,59,12,4,118,145,380
17,462,2011,33,12,14,81,121,311
17,561,2011,31,23,7,92,236,483
17,563,2011,76,15,14,291,416,1461
17,628,2011,261,73,1,1436,22,1602
17,647,2011,50,20,17,193,171,628
17,658,2011,97,17,19,301,232,692
17,693,2011,51,17,12,58,88,247
18,48,2011,69,2,17,260,770,1710
18,62,2011,226,40,152,14978,11106,27254
18,61,2011,139,13,37,1503,2120,5209
18,81,2011,122,8,27,1031,2429,5053
18,82,2011,59,16,14,805,1445,3229
18,102,2011,52,7,19,594,2449,4371
18,104,2011,55,6,24,533,1163,2941
18,133,2011,19,4,5,347,437,1390
18,150,2011,44,8,12,602,1022,2766
18,152,2011,31,18,4,425,1219,2691
18,179,2011,33,3,9,660,1846,3047
18,188,2011,64,22,23,936,1325,3301
18,204,2011,16,4,8,683,944,1902
18,203,2011,27,3,3,111,497,899
18,247,2011,23,2,4,178,392,899
18,277,2011,98,20,35,843,1421,4169
18,296,2011,64,20,17,721,1544,4039
18,298,2011,28,3,12,317,1175,2211
18,367,2011,23,1,12,316,258,906
18,422,2011,28,4,4,282,459,1301
18,426,2011,73,17,21,749,1385,3230
18,433,2011,23,6,12,319,587,1406
18,487,2011,70,15,9,879,2234,4807
18,518,2011,32,2,11,793,794,1903
18,517,2011,54,12,14,567,942,2900
18,605,2011,42,12,11,450,857,2384
18,608,2011,12,1,1,682,174,583
18,679,2011,57,12,14,805,1864,4178
18,766,2011,84,6,21,1042,1738,4141
18,771,2011,16,2,2,329,1231,1959
18,780,2011,17,4,5,237,1474,2319
19,13,2011,24,21,8,635,4516,7319
19,129,2011,22,2,2,16,15,250
19,224,2011,51,38,20,3200,9669,14843
19,312,2011,34,34,0,764,2352,5421
19,380,2011,30,42,12,721,2776,5888
19,394,2011,20,28,4,431,1277,3116
19,430,2011,62,55,16,978,4645,9282
19,439,2011,37,22,18,1119,3602,7082
19,440,2011,42,39,12,1319,4012,8394
19,480,2011,28,71,17,979,4011,7428
19,562,2011,59,63,14,1002,2749,6516
19,576,2011,36,12,0,409,2266,4100
19,608,2011,0,1,0,397,39,289
19,751,2011,62,42,18,1520,6456,10465
19,763,2011,59,57,41,1973,5336,11368
19,805,2011,17,35,1,410,823,2086
21,53,2011,64,87,11,688,1310,2925
21,74,2011,44,34,2,622,473,2008
21,86,2011,57,95,19,709,1112,2637
21,97,2011,65,31,47,817,1313,3361
21,100,2011,61,106,55,3653,9372,13708
21,101,2011,5,1,2,1445,257,1036
21,148,2011,55,65,28,608,1718,3361
21,149,2011,80,93,18,661,1335,3672
21,181,2011,43,66,18,514,920,2879
21,186,2011,53,12,25,319,908,1866
21,196,2011,50,78,20,1788,2376,5039
21,201,2011,89,68,22,1622,2558,4910
21,214,2011,13,20,2,142,467,821
21,279,2011,75,124,17,1198,2438,6001
21,286,2011,89,59,46,2933,2680,6846
21,293,2011,14,28,2,194,349,746
21,304,2011,80,65,16,856,1240,2741
21,318,2011,112,84,50,6402,6567,13063
21,319,2011,8,2,0,396,108,353
21,321,2011,131,108,33,2496,3468,8333
21,322,2011,3,0,0,457,95,359
21,353,2011,127,44,83,721,1653,3416
21,399,2011,52,25,9,675,590,2285
21,406,2011,41,63,14,902,2602,3911
21,409,2011,52,47,15,1258,1714,3499
21,485,2011,35,64,9,433,914,2122
21,486,2011,29,41,15,1117,1128,2616
21,504,2011,65,35,35,1585,2539,5229
21,536,2011,38,70,7,430,680,2311
21,545,2011,17,37,16,970,773,2208
21,571,2011,24,44,11,353,1240,1921
21,614,2011,48,79,11,517,1601,3009
21,616,2011,43,95,12,606,1967,3718
21,630,2011,58,70,21,1223,1530,3342
21,634,2011,53,31,26,1593,2291,4603
21,644,2011,84,141,30,1520,2553,7681
21,663,2011,49,58,16,1630,2121,4763
21,669,2011,43,52,3,450,1065,2143
21,671,2011,61,63,13,1278,2252,4162
21,673,2011,43,90,13,1496,1328,3663
21,677,2011,26,21,18,252,327,1053
21,680,2011,90,72,20,830,2101,4321
21,688,2011,38,42,33,1022,1753,3508
21,689,2011,36,59,29,1102,1755,3389
21,753,2011,56,86,7,544,1212,3078
21,772,2011,85,59,44,3679,3623,7641
21,774,2011,19,25,3,403,1231,1849
21,788,2011,47,112,10,730,1536,3635
22,8,2011,98,44,37,1846,975,4391
22,12,2011,64,15,15,1809,1306,4020
22,24,2011,47,23,27,1931,796,2837
22,23,2011,72,42,29,2457,640,3655
22,42,2011,36,14,19,1285,569,2351
22,41,2011,61,28,16,788,580,2708
22,79,2011,69,22,25,1324,820,3644
22,90,2011,35,39,4,1014,733,2252
22,120,2011,50,22,22,1752,877,3701
22,141,2011,53,43,10,1433,922,3123
22,209,2011,49,16,6,829,616,2040
22,248,2011,50,27,7,390,461,1364
22,271,2011,44,23,17,903,617,2006
22,301,2011,36,20,9,640,473,1841
22,338,2011,83,19,16,1382,1186,4014
22,339,2011,43,16,12,945,587,2529
22,428,2011,57,26,21,1453,915,3162
22,459,2011,42,7,22,750,805,3044
22,508,2011,301,127,148,26397,6095,28968
22,510,2011,13,2,1,3544,97,2023
22,525,2011,114,39,64,6891,3076,9912
22,526,2011,12,2,0,1546,170,1056
22,524,2011,107,81,23,2707,1574,5680
22,532,2011,84,23,41,1597,1655,5348
22,533,2011,44,16,6,337,268,1079
22,538,2011,27,9,14,1337,572,2195
22,537,2011,93,39,17,1210,1297,4880
22,540,2011,34,17,19,2223,617,3063
22,559,2011,49,16,8,916,626,2702
22,573,2011,49,25,22,646,440,2475
22,597,2011,74,56,46,5954,2275,8936
22,598,2011,6,0,0,608,52,386
22,596,2011,125,42,24,1641,1379,4380
22,606,2011,53,20,8,819,764,2218
22,631,2011,18,10,8,623,429,1431
22,655,2011,86,32,18,1282,787,2999
22,662,2011,57,32,12,1214,1210,3465
22,694,2011,15,7,2,341,225,821
22,706,2011,31,16,15,809,449,1567
22,705,2011,104,35,23,893,967,3145
22,741,2011,136,39,62,4716,624,6616
22,740,2011,157,65,28,1595,741,3780
22,803,2011,64,35,12,1470,1051,3443
22,804,2011,32,15,13,956,441,1826
22,811,2011,66,56,37,1841,1204,4157
23,109,2011,30,1,3,30,98,226
23,138,2011,7,0,1,8,20,74
23,156,2011,35,1,0,28,47,132
23,316,2011,31,7,13,69,128,337
23,317,2011,46,7,48,282,521,1084
23,668,2011,27,0,6,21,111,176
23,735,2011,2,0,0,9,0,14
23,750,2011,32,4,22,54,156,403
23,773,2011,4,0,1,27,16,43
24,256,2011,16,2,5,53,39,134
24,258,2011,6,1,2,22,16,49
24,260,2011,19,5,14,98,74,235
24,326,2011,35,7,6,75,70,214
24,410,2011,51,5,20,461,207,754
24,412,2011,16,4,0,62,39,125
24,636,2011,23,2,8,66,66,176
25,10,2011,16,26,0,1397,94,1126
25,137,2011,2,7,1,139,69,203
25,427,2011,4,6,0,185,53,216
25,460,2011,2,2,0,60,112,160
25,468,2011,5,3,0,287,27,229
25,483,2011,4,0,0,38,20,74
25,648,2011,2,3,0,30,124,182
25,670,2011,1,5,1,60,0,56
26,212,2011,40,4,13,372,99,464
26,419,2011,1,0,0,12,10,18
26,424,2011,25,6,3,181,131,335
26,501,2011,16,1,1,43,32,93
26,502,2011,4,2,2,30,9,57
26,583,2011,0,0,0,18,11,28
26,584,2011,7,1,2,25,12,51
26,765,2011,1,0,0,19,18,41
26,808,2011,12,1,2,70,23,93
26,812,2011,4,2,0,38,18,54
27,32,2011,44,33,5,454,488,1461
27,54,2011,19,58,37,546,1305,2341
27,67,2011,32,19,8,407,580,1244
27,84,2011,24,10,13,453,418,1270
27,88,2011,27,35,20,283,770,1354
27,113,2011,36,19,16,300,554,1323
27,117,2011,9,6,5,106,196,415
27,173,2011,35,34,43,1903,2416,4258
27,193,2011,17,8,4,74,37,363
27,206,2011,26,15,14,242,571,1156
27,249,2011,20,10,5,94,233,433
27,253,2011,59,22,14,375,750,1790
27,323,2011,32,12,21,375,728,1314
27,335,2011,21,24,14,391,758,1522
27,358,2011,16,12,5,220,280,750
27,371,2011,29,30,17,259,701,1269
27,376,2011,26,34,25,323,104,1000
27,402,2011,25,11,15,233,320,1057
27,403,2011,64,38,19,409,1170,1922
27,417,2011,47,65,39,2538,1329,5076
27,434,2011,46,38,13,414,655,1563
27,482,2011,38,14,6,117,165,496
27,492,2011,74,77,31,557,975,2029
27,544,2011,27,17,23,175,417,852
27,557,2011,20,13,11,226,272,687
27,558,2011,13,9,4,115,267,466
27,600,2011,26,41,32,634,1271,2202
27,632,2011,36,9,6,170,478,850
27,640,2011,20,12,6,570,616,1213
27,653,2011,39,18,13,857,1032,2159
27,708,2011,11,8,4,106,202,444
27,721,2011,3,1,5,593,101,461
27,722,2011,7,2,3,290,81,269
27,729,2011,72,36,26,486,570,1652
29,26,2011,42,9,34,443,315,1244
29,72,2011,16,12,16,108,134,501
29,77,2011,22,8,6,74,70,393
29,93,2011,28,13,15,277,295,1080
29,231,2011,13,6,11,142,107,463
29,234,2011,16,11,12,169,211,671
29,237,2011,55,22,12,302,141,1110
29,240,2011,10,0,0,85,306,482
29,283,2011,22,12,17,103,180,580
29,305,2011,47,19,20,337,265,1237
29,325,2011,28,19,19,223,151,633
29,336,2011,78,21,70,802,756,2461
29,385,2011,21,8,17,188,204,755
29,407,2011,19,6,4,125,127,486
29,467,2011,80,38,88,1521,1311,3785
29,479,2011,35,9,10,77,107,500
29,489,2011,26,6,5,115,108,425
29,500,2011,29,11,14,179,125,754
29,507,2011,21,3,3,140,69,432
29,543,2011,19,11,13,171,120,612
29,578,2011,73,23,60,1573,3173,5973
29,639,2011,30,6,24,324,480,1278
29,656,2011,46,15,28,438,336,1285
29,737,2011,42,10,15,163,113,634
30,11,2011,41,16,133,1989,3848,6618
30,18,2011,85,34,119,2266,1862,7023
30,65,2011,43,90,61,355,726,3508
30,69,2011,39,81,96,966,2398,4333
30,71,2011,11,13,21,490,819,2369
30,91,2011,77,48,126,1805,3478,7291
30,95,2011,40,42,223,1988,2973,6335
30,106,2011,21,35,36,1024,1519,3952
30,121,2011,37,36,120,1037,1293,4078
30,155,2011,45,67,206,1909,1452,7062
30,157,2011,27,24,26,560,893,2880
30,187,2011,28,9,40,922,1669,3546
30,207,2011,44,24,43,587,588,3096
30,219,2011,32,17,54,235,897,1997
30,241,2011,7,1,7,1190,285,962
30,252,2011,51,55,79,1083,2399,5610
30,291,2011,56,35,49,904,1498,3956
30,329,2011,97,61,247,7603,8173,20604
30,334,2011,9,2,8,339,249,1020
30,340,2011,19,10,32,427,1690,2507
30,355,2011,46,65,89,1031,712,3533
30,359,2011,37,19,45,953,2599,4102
30,361,2011,33,20,78,2024,1057,6535
30,387,2011,36,21,72,676,1979,2908
30,437,2011,59,50,146,2968,2593,7383
30,523,2011,49,22,59,1111,2655,4575
30,565,2011,45,25,77,795,2999,4640
30,621,2011,17,13,63,470,721,2872
30,664,2011,24,19,62,753,1962,3094
30,690,2011,48,13,48,984,1517,4333
30,698,2011,31,22,24,417,798,2185
30,758,2011,20,17,68,760,1120,3913
30,767,2011,68,43,161,1430,2926,6365
31,221,2011,18,7,4,161,87,279
31,551,2011,1,0,0,8,22,36
31,712,2011,6,1,1,27,41,79
31,806,2011,1,0,1,31,16,50
32,36,2011,25,6,25,288,741,1754
32,144,2011,78,20,8,2372,3793,7035
32,145,2011,91,28,40,5129,1239,7292
32,146,2011,5,0,0,316,271,493
32,160,2011,80,18,38,2403,5015,9115
32,161,2011,16,4,14,2098,1643,3490
32,171,2011,62,16,21,1293,5342,8018
32,202,2011,88,17,35,1090,2371,5123
32,213,2011,72,14,49,1139,2788,4657
32,226,2011,63,9,45,1555,1988,6631
32,375,2011,45,21,13,1216,4432,5840
32,384,2011,33,6,13,754,1703,3732
32,393,2011,28,4,11,500,1417,2245
32,471,2011,64,13,30,881,1302,4877
32,472,2011,34,2,26,1837,2066,4161
32,522,2011,36,12,29,732,1522,3724
32,531,2011,36,7,16,370,353,2659
32,549,2011,16,8,5,318,752,1330
32,582,2011,12,3,13,127,420,1100
32,594,2011,30,5,27,562,2281,3416
32,626,2011,33,13,26,452,1820,3234
32,649,2011,79,8,35,458,2248,4225
32,650,2011,12,2,10,1024,827,1846
32,702,2011,26,5,16,825,1162,3030
32,742,2011,50,0,55,1057,1263,3506
32,743,2011,16,4,18,572,1097,2646
32,744,2011,75,57,66,1457,3572,6350
32,745,2011,12,3,15,540,996,1569
32,746,2011,37,16,24,569,2094,3468
32,747,2011,44,5,40,980,2806,4749
32,748,2011,31,7,30,466,1407,3043
32,749,2011,69,12,38,1171,3285,5290
32,761,2011,0,0,0,83,142,206
32,760,2011,52,6,19,475,1293,3104
32,762,2011,24,5,11,1124,712,2279
32,787,2011,80,13,16,1822,3424,7941
32,792,2011,70,37,53,832,4303,7120
32,794,2011,57,17,22,1168,2578,4503
33,197,2011,35,11,15,29,31,205
33,551,2011,38,29,19,155,162,566
33,712,2011,42,29,20,112,192,586
33,806,2011,125,33,39,483,470,1444
34,5,2011,171,66,203,2965,2085,6662
34,14,2011,250,50,123,1826,1134,4688
34,16,2011,197,42,96,2149,2052,6096
34,21,2011,53,19,29,349,447,1379
34,40,2011,64,11,61,224,321,1137
34,44,2011,141,11,45,599,762,2247
34,45,2011,269,47,82,797,845,3064
34,50,2011,95,15,31,535,450,1355
34,51,2011,66,14,28,437,408,1316
34,55,2011,68,18,24,495,872,1934
34,58,2011,35,8,20,204,199,734
34,59,2011,89,27,29,334,674,1722
34,66,2011,112,41,71,908,760,2578
34,70,2011,300,93,144,1916,1315,5269
34,76,2011,61,18,28,471,690,1753
34,105,2011,138,38,85,892,802,2487
34,119,2011,266,31,94,1130,1510,3972
34,140,2011,44,4,20,238,240,765
34,153,2011,33,8,5,80,91,392
34,195,2011,65,7,39,439,1279,2402
34,227,2011,252,57,118,915,1913,4521
34,228,2011,90,20,93,412,751,1942
34,229,2011,92,22,28,633,775,1967
34,233,2011,134,9,63,318,550,1694
34,235,2011,158,28,45,370,729,1946
34,239,2011,145,22,120,761,741,2726
34,241,2011,31,2,4,6335,868,4352
34,261,2011,108,16,42,1561,674,2443
34,263,2011,248,31,112,3058,1469,5079
34,264,2011,70,6,28,323,440,1308
34,270,2011,93,18,34,472,505,1719
34,273,2011,125,13,60,559,1015,2598
34,288,2011,72,14,24,311,389,1031
34,294,2011,212,70,75,673,1004,3078
34,297,2011,101,16,50,605,757,2216
34,320,2011,118,23,47,405,596,1665
34,337,2011,87,6,36,467,902,1778
34,351,2011,85,11,22,464,542,1993
34,356,2011,95,18,42,651,790,1981
34,379,2011,74,8,40,277,543,1254
34,381,2011,97,21,50,358,382,1581
34,382,2011,238,47,210,3107,1374,6808
34,400,2011,88,26,31,422,325,1456
34,414,2011,208,83,112,1224,1233,3754
34,449,2011,87,7,34,283,405,1456
34,457,2011,32,20,5,172,272,773
34,466,2011,194,62,175,5197,3445,9205
34,474,2011,50,13,19,160,295,861
34,477,2011,61,12,13,179,305,728
34,478,2011,156,13,56,542,686,2147
34,490,2011,134,25,62,949,1081,2990
34,491,2011,58,17,30,340,428,1331
34,494,2011,285,28,160,2882,1688,5377
34,499,2011,52,16,14,409,289,1185
34,503,2011,231,44,102,1475,845,3445
34,514,2011,336,54,142,1609,1274,4042
34,585,2011,127,64,66,538,804,2239
34,592,2011,98,18,43,451,883,2421
34,604,2011,113,58,58,809,814,2544
34,627,2011,115,22,44,638,565,1644
34,645,2011,115,41,75,1000,1074,2869
34,657,2011,20,9,17,100,163,599
34,672,2011,233,55,112,833,790,2941
34,682,2011,50,13,21,278,194,747
34,687,2011,21,12,24,258,287,834
34,701,2011,218,85,99,1984,1945,4732
34,707,2011,53,5,9,246,96,595
34,723,2011,25,1,8,261,113,590
34,728,2011,128,29,47,789,775,2540
34,777,2011,162,53,97,881,1333,3548
34,786,2011,95,27,55,1326,787,2904
35,17,2011,20,4,1,129,70,251
35,49,2011,10,1,4,32,48,115
35,135,2011,15,3,3,97,39,213
35,136,2011,5,0,3,38,37,127
35,191,2011,35,12,54,989,602,1988
35,295,2011,100,13,52,803,301,1843
35,527,2011,41,5,14,392,218,877
35,581,2011,26,7,7,212,68,396
35,586,2011,11,7,1,116,203,364
35,641,2011,5,2,0,44,35,106
35,739,2011,9,2,5,107,146,314
35,770,2011,67,10,36,493,332,1167
35,781,2011,10,8,3,110,128,312
36,0,2011,263,53,81,3460,3036,6167
36,1,2011,182,47,53,2335,3409,5827
36,38,2011,10,0,3,109,208,362
36,64,2011,47,26,7,506,417,1180
36,108,2011,101,43,43,748,807,2213
36,122,2011,176,46,45,1766,2631,4693
36,162,2011,52,36,43,279,493,1262
36,178,2011,44,10,31,261,519,1011
36,184,2011,74,20,21,972,665,1778
36,303,2011,114,29,41,1217,871,3020
36,306,2011,36,2,11,344,515,1195
36,308,2011,32,7,17,728,437,1438
36,307,2011,18,1,7,1356,163,951
36,341,2011,212,54,33,1057,531,2321
36,429,2011,73,19,121,8377,3511,11970
36,481,2011,89,40,38,685,820,1859
36,498,2011,164,84,74,1260,2440,4617
36,513,2011,168,66,52,797,1132,2683
36,520,2011,158,71,91,1389,1338,3623
36,602,2011,74,23,17,625,606,1292
36,666,2011,27,1,3,563,43,418
36,691,2011,4,0,2,179,32,143
36,779,2011,57,31,41,563,636,1540
0,31,2011,13,3,2,196,310,637
0,548,2011,0,0,0,2,13,21
6,139,2011,21,18,56,3444,914,3397
8,175,2011,3,6,4,126,183,350
10,180,2011,6,0,5,107,54,194
10,216,2011,1,0,0,16,19,45
11,131,2011,33,28,62,3381,1422,3750
11,192,2011,610,381,1627,42205,22000,54384
11,221,2011,71,24,163,3619,1552,4447
11,244,2011,11,1,7,2873,129,1630
11,311,2011,3,0,4,106,61,625
11,547,2011,11,9,27,2571,731,2660
11,551,2011,33,28,99,2957,1729,3998
11,552,2011,67,36,157,2153,1477,3449
11,554,2011,147,103,518,6441,4663,10001
11,643,2011,0,0,0,0,0,0
11,712,2011,90,65,265,9363,3991,10745
11,714,2011,62,42,174,4065,2094,5389
11,806,2011,82,45,151,4676,4151,7690
20,456,2011,1,0,0,21,17,36
28,587,2011,26,9,4,1171,2324,4068
2,3,2012,117,37,42,685,1753,4675
2,29,2012,173,28,65,929,719,4467
2,154,2012,110,28,67,1886,2788,6306
2,172,2012,100,16,27,505,1416,3324
